id;tipo;id_doc;id_prod;cantidad;us_crea;date_crea
630;ENT;118;5225;6;1;2016-11-21
631;ENT;118;5316;4;1;2016-11-21
632;ENT;118;5315;3;1;2016-11-21
633;ENT;118;5251;4;1;2016-11-21
634;ENT;118;5040;1;1;2016-11-21
635;ENT;118;4660;2;1;2016-11-21
636;ENT;118;5073;100;1;2016-11-21
637;ENT;118;4571;20;1;2016-11-21
638;ENT;118;5074;6;1;2016-11-21
639;ENT;118;5039;1;1;2016-11-21
640;ENT;118;5037;1;1;2016-11-21
641;ENT;118;5183;4;1;2016-11-21
642;ENT;118;5319;1;1;2016-11-21
643;ENT;118;5056;1;1;2016-11-21
644;ENT;118;5261;3;1;2016-11-22
645;ENT;118;5266;9;1;2016-11-22
646;ENT;118;5241;3;1;2016-11-22
647;ENT;118;5299;3;1;2016-11-22
648;ENT;118;5240;6;1;2016-11-22
649;ENT;118;5306;2;1;2016-11-22
650;ENT;118;5301;3;1;2016-11-22
651;ENT;118;5313;3;1;2016-11-22
652;ENT;118;5307;2;1;2016-11-22
653;ENT;118;5304;3;1;2016-11-22
654;ENT;118;5305;3;1;2016-11-22
655;ENT;118;5270;3;1;2016-11-22
656;ENT;118;5271;12;1;2016-11-22
657;ENT;118;1114;10;1;2016-11-22
658;ENT;118;5320;1;1;2016-11-22
659;ENT;118;5302;3;1;2016-11-22
660;ENT;118;5296;3;1;2016-11-22
661;ENT;118;4565;10;1;2016-11-22
662;ENT;118;2309;10;1;2016-11-22
663;ENT;118;4566;11;1;2016-11-22
664;ENT;118;5277;6;1;2016-11-22
665;ENT;118;5262;3;1;2016-11-22
666;ENT;118;5189;10;1;2016-11-22
667;ENT;118;1931;100;1;2016-11-22
668;ENT;118;5310;2;1;2016-11-22
669;ENT;118;5278;8;1;2016-11-22
670;ENT;118;5198;2;1;2016-11-22
671;ENT;118;5191;1;1;2016-11-22
672;ENT;118;5260;12;1;2016-11-22
673;ENT;118;5312;3;1;2016-11-22
674;ENT;118;5282;6;1;2016-11-22
675;ENT;118;5317;5;1;2016-11-22
676;ENT;118;4650;1;1;2016-11-22
677;ENT;118;5258;2;1;2016-11-22
678;ENT;118;5289;3;1;2016-11-22
679;ENT;118;5290;3;1;2016-11-22
680;ENT;118;5195;6;1;2016-11-22
681;SAL;307;4997;18;1;2016-11-22
682;SAL;305;5073;2;1;2016-11-22
683;SAL;309;5273;2;1;2016-11-22
684;SAL;309;5178;1;1;2016-11-22
685;SAL;267;5228;1;1;2016-11-22
686;SAL;267;5178;1;1;2016-11-22
687;SAL;267;5273;4;1;2016-11-22
688;SAL;267;5239;3;1;2016-11-22
689;SAL;315;1235;1;1;2016-11-22
690;ENT;118;5252;40;1;2016-11-22
691;ENT;118;5283;10;1;2016-11-22
692;ENT;118;5269;2;1;2016-11-23
693;ENT;118;2334;2;1;2016-11-23
694;ENT;118;4681;1;1;2016-11-23
695;DEV;70;5273;4;1;2016-11-23
696;DEV;70;5228;1;1;2016-11-23
697;SAL;316;5247;1;1;2016-11-25
698;SAL;316;5243;1;1;2016-11-25
699;SAL;316;5246;1;1;2016-11-25
700;SAL;316;5241;1;1;2016-11-25
701;SAL;316;5244;1;1;2016-11-25
702;SAL;316;5245;2;1;2016-11-25
703;SAL;316;5242;1;1;2016-11-25
704;SAL;323;4997;18;1;2016-11-25
705;SAL;324;2366;1;1;2016-11-25
706;ENT;118;5321;10;1;2016-11-25
707;DEV;73;1235;1;1;2016-11-25
708;SAL;325;4945;1;1;2016-11-28
709;SAL;326;5200;9;1;2016-11-28
710;SAL;327;1301;1.8;1;2016-11-30
711;SAL;328;4945;1;1;2016-11-30
712;SAL;329;4945;1;1;2016-11-30
713;SAL;330;2341;1;1;2016-12-01
714;SAL;331;4945;2;1;2016-12-01
715;SAL;332;5200;9;1;2016-12-01
716;SAL;333;5200;9;1;2016-12-01
717;SAL;334;5200;9;1;2016-12-01
718;SAL;335;5200;9;1;2016-12-01
719;SAL;336;5200;9;1;2016-12-01
720;SAL;337;5200;9;1;2016-12-01
721;SAL;338;5200;9;1;2016-12-01
722;SAL;339;5200;9;1;2016-12-01
723;DEV;74;3364;40;1;2016-12-07
724;SAL;340;5041;1;1;2016-12-12
725;ENT;119;5253;1;1;2016-12-12
726;ENT;119;5192;2;1;2016-12-12
727;ENT;119;5193;2;1;2016-12-12
728;ENT;119;5276;3;1;2016-12-12
729;ENT;119;2427;1;1;2016-12-12
730;SAL;341;1331;1;1;2016-12-13
731;SAL;342;1383;1;1;2016-12-13
732;SAL;343;1383;1;1;2016-12-13
733;SAL;344;1383;1;1;2016-12-13
734;SAL;345;1383;1;1;2016-12-13
735;SAL;346;1383;1;1;2016-12-13
736;SAL;347;4473;1;1;2016-12-14
737;SAL;348;2443;1;1;2016-12-19
738;ENT;119;5292;3;1;2016-12-19
739;SAL;349;5200;9;1;2016-12-19
740;SAL;350;5200;9;1;2016-12-19
741;SAL;351;5200;9;1;2016-12-19
742;ENT;125;5322;4;1;2016-12-21
743;ENT;125;5323;4;1;2016-12-21
744;ENT;125;5324;68;1;2016-12-21
745;SAL;352;5200;9;1;2016-12-21
746;ENT;128;4737;10;1;2016-12-26
747;ENT;128;4736;15;1;2016-12-26
748;ENT;128;4743;16;1;2016-12-26
749;ENT;128;4735;20;1;2016-12-26
750;ENT;128;4742;16;1;2016-12-26
751;ENT;128;4744;3;1;2016-12-26
752;SAL;353;5200;1;1;2017-01-04
753;SAL;354;5200;2;1;2017-01-04
754;SAL;355;5200;1;1;2017-01-04
755;SAL;356;5178;1;1;2017-01-10
756;SAL;356;5239;3;1;2017-01-10
757;SAL;356;5228;1;1;2017-01-10
758;SAL;356;5273;6;1;2017-01-10
759;SAL;357;4736;1;1;2017-01-17
760;SAL;356;4997;18;1;2017-01-19
761;SAL;356;5236;1;1;2017-01-19
762;SAL;360;5116;1;1;2017-01-25
763;SAL;361;2464;1;1;2017-01-25
764;SAL;362;4540;50;1;2017-01-25
765;ENT;134;5096;98;1;2017-01-25
766;ENT;134;5104;3;1;2017-01-25
767;ENT;134;5325;1;1;2017-01-25
768;DEV;75;5228;1;1;2017-01-31
769;DEV;75;5239;3;1;2017-01-31
770;SAL;363;5191;1;1;2017-02-01
771;SAL;364;4498;4;1;2017-02-03
772;SAL;365;4498;4;1;2017-02-03
773;DEV;77;4540;50;1;2017-02-03
774;SAL;366;5090;1;1;2017-02-09
775;SAL;367;5115;1;1;2017-02-15
776;SAL;367;5114;1;1;2017-02-15
777;SAL;369;5316;2;1;2017-02-16
778;SAL;373;4329;2;1;2017-02-16
779;SAL;374;4329;1;1;2017-02-16
780;SAL;375;2461;1;1;2017-02-16
781;ENT;137;5115;40;1;2017-02-16
782;ENT;137;5114;47;1;2017-02-16
783;SAL;370;4997;18;1;2017-02-17
784;SAL;371;4997;18;1;2017-02-17
785;DEV;78;4330;1;1;2017-02-17
786;DEV;79;5316;2;1;2017-02-17
787;DEV;79;2461;1;1;2017-02-17
788;SAL;372;5325;1;1;2017-02-23
789;SAL;376;4949;1;1;2017-03-01
790;SAL;377;5315;1;1;2017-03-09
791;SAL;363;3401;2;1;2017-03-09
792;SAL;379;3401;2;1;2017-03-13
793;SAL;380;3401;2;1;2017-03-13
794;SAL;381;3401;2;1;2017-03-13
795;SAL;382;3038;2;1;2017-03-24
796;SAL;382;3030;1;1;2017-03-24
797;SAL;384;5116;1;1;2017-03-28
798;SAL;385;3367;20;1;2017-03-28
799;SAL;385;5037;4;1;2017-03-28
800;SAL;387;5273;2;1;2017-03-31
801;SAL;387;5178;1;1;2017-03-31
802;SAL;389;4731;1;1;2017-04-28
803;SAL;390;4329;1;1;2017-04-28
804;SAL;391;5115;1;1;2017-05-02
805;SAL;391;5114;1;1;2017-05-02
806;SAL;391;5073;1;1;2017-05-02
807;ENT;139;5326;1;1;2017-05-09
808;DEV;80;2341;1;1;2017-05-11
809;SAL;394;4329;1;1;2017-05-11
