id;procedencia;id_at;designacion;ref;SAP;id_prod;medida;us_crea;date_crea;us_modif;date_modif
388;,;3;Interruptor diferencial 40A  2POL (Operated circuit breaker) 30mA;5SM3314-6;;3235;Ud;1;2015-05-12;0;0000-00-00
389;,;3;Interruptor diferencial, 4 polos Un= 500 V., 60 Hz. Corriente diferencial asignada: 30 mA IN= 25 A;5SM3342-6;;2402;Ud;1;2015-05-12;0;0000-00-00
390;,;3;Interruptor diferencial , 4 polos Un=500 V., 60 Hz. Corriente diferencial asignada: 300 mA IN= 63 A;5SM3646-6;;4690;Ud;1;2015-05-12;0;0000-00-00
391;,;3;Interruptor diferencial 40A  4POL (Operated circuit breaker) 30mA;5SM3344-6;;3233;Ud;1;2015-05-12;0;0000-00-00
392;,;3;Interruptor diferencial 63A  4POL (Operated circuit breaker) 30mA;5SM3346-6;;3239;Ud;1;2015-05-12;0;0000-00-00
393;,;3;Interruptor diferencial, 2 polos Un= 500 V., 60 Hz. Corriente diferencial asignada: 300 mA IN= 25 A;5SM3612-0;;4691;Ud;1;2015-05-12;0;0000-00-00
394;,;3;Interruptor diferencial 25A  4POL (Operated circuit breaker) 300mA;5SM3642-6;;2401;Ud;1;2015-05-12;0;0000-00-00
395;,;3;Interruptor diferencial, 4 polos Un= 500 V., 60 Hz. IN= 40 A;5SM3644-6;;2405;Ud;1;2015-05-12;0;0000-00-00
396;,;3;Interruptor automático magnetotérmico bipolar IN=16 A;5SP9216-7KC47;;2424;Ud;1;2015-05-12;0;0000-00-00
397;,;3;Contacto auxiliar: 1NA + 1NC;5ST3018-0KC;;2329;Ud;1;2015-05-12;0;0000-00-00
398;,;3;Error signal switch 1no + 1nc;5ST3028-0KC;;4692;Ud;1;2015-05-12;0;0000-00-00
399;,;3;Miniature Circuit Breaker C25 2P 230/400V;5SP9225-7KC47;;4693;Ud;1;2015-05-12;0;0000-00-00
400;,;3;Miniature Circuit Breaker C32 2P 230/400V;5SP9232-7KC47;;4694;Ud;1;2015-05-12;0;0000-00-00
401;,;3;Miniature Circuit Breaker C16 3P 230/400V;5SP9316-7KC47;;4695;Ud;1;2015-05-12;0;0000-00-00
402;,;3;Interruptor automático magnetotérmico tetrapolar IN= 10 V;5SP9410-7KC47;;2421;Ud;1;2015-05-12;0;0000-00-00
403;,;3;Interruptor automático magnetotérmico tetrapolar IN= 16 A;5SP9416-7KC47;;2422;Ud;1;2015-05-12;0;0000-00-00
404;,;3;Interruptor automático magnetotérmico tetrapolar IN= 40 A;5SP9440-7KC47;;2423;Ud;1;2015-05-12;0;0000-00-00
405;,;3;Interruptor automático magnetotérmico tetrapolar IN= 50 A IC= 50 kA;5SP9450-7KC47;;2418;Ud;1;2015-05-12;0;0000-00-00
406;,;3;Interruptor automático magnetotérmico tetrapolar IN= 63 A;5SP9463-7KC47;;3242;Ud;1;2015-05-12;0;0000-00-00
407;,;3;Interruptor automático magnetotérmico bipolar Ejecución Universal (c.c.) Tensión de utilización: 110 V IN=6A;5SY5206-7;;2387;Ud;1;2015-05-12;0;0000-00-00
408;,;3;Contactos auxiliares 1NA + 1NC;5ST3010;;2335;Ud;1;2015-05-12;0;0000-00-00
409;,;3;Interruptor automático magnetotérmico bipolar Ejecución Universal (c.c.) Tensión de utilización: 110 V IN=10A;5SY5210-7;;2390;Ud;1;2015-05-12;0;0000-00-00
410;,;3;Interruptor automático magnetotérmico bipolar IN= 16 A;5SY5216-7;;2392;Ud;1;2015-05-12;0;0000-00-00
411;,;3;Interruptor automático magnetotérmico bipolar IN= 25 A;5SY5225-7;;2396;Ud;1;2015-05-12;0;0000-00-00
412;,;3;Interruptor automático magnetotérmico bipolar IN= 32 A;5SY5232-7;;2397;Ud;1;2015-05-12;0;0000-00-00
413;,;3;Miniature Circuit Breaker C6 4P;5SY7406-7;;4696;Ud;1;2015-05-12;0;0000-00-00
414;,;3;Toma de corriente armario;5TE6804;;4496;Ud;1;2015-05-12;0;0000-00-00
415;,;3;Perfil de montaje;6ES5710-8MA11;;2946;Ud;1;2015-05-12;0;0000-00-00
416;,;3;fuente de alimentación / Power supply 110VDC / 24VDC. 6ES7305-1BA80-0AA0;6ES7305-1BA80-0AA0;A2V00001117318;2442;Ud;1;2015-05-12;0;0000-00-00
417;,;3;Módulo de Potencia PM;6ES7138-4CA01-0AA0;;2438;Ud;1;2015-05-12;0;0000-00-00
418;,;3;Aparato de iluminación armarioTensión de alimentación: 120 V.c.a.;NSYLAM75120;;4479;Ud;1;2015-05-12;0;0000-00-00
419;,;3;Transformador de corriente Relaci?n: 400/5 A;M70327;;4704;Ud;1;2015-05-12;0;0000-00-00
420;,;3;Centralita de Temperatura Entradas: 4RTD Pt100 a 3 hilos;NT935 MODBUS INSIDE VE-R1.2C;;4705;Ud;1;2015-05-12;0;0000-00-00
421;,;3;Transformador WG-35;P10111;;4706;Ud;1;2015-05-12;0;0000-00-00
422;,;3;Transformador de corriente diferencial dia: 70 mm;P10112;;4480;Ud;1;2015-05-12;0;0000-00-00
423;,;3;Transformador WG-105;P10113;;4708;Ud;1;2015-05-12;0;0000-00-00
424;,;3;Rele diferencial RGE-0,03;P12201-1;;4709;Ud;1;2015-05-12;0;0000-00-00
425;,;3;Relé electrónico diferencial Sensibilidad: 30 mA Alimentación: 110 V. c.c.;P12211-4;;4710;Ud;1;2015-05-12;0;0000-00-00
426;,;3;2*4 mm?;;;4366;Mts;1;2015-05-12;0;0000-00-00
427;,;3;TOXFREE ZH RZ1-K (AS) 1kV 2*10;ZH RZ1-K (AS) 1kV 2*10;;4367;Mts;1;2015-05-12;0;0000-00-00
428;,;3;32*1,5 mm?;;;4370;Mts;1;2015-05-12;0;0000-00-00
429;,;3;Cable AFIRENAS X RZ1-K (AS) 4*50 mm? (verde);RZ1-K (AS) 4*50 mm?;;3396;Mts;1;2015-05-12;0;0000-00-00
430;,;3;4*70 mm? (verde);;;4371;Mts;1;2015-05-12;0;0000-00-00
431;,;3;Manguito de empalme punta-punta para 3.5mm2;ES2:L1-M;;4376;Ud;1;2015-05-12;0;0000-00-00
432;,;3;Manguito de empalme punta-punta para 50 mm2;ES2:L10-M;;4377;Ud;1;2015-05-12;0;0000-00-00
433;,;3;Manguito de empalme punta-punta para 70 mm2;ES2:L14-M;;4378;Ud;1;2015-05-12;0;0000-00-00
434;,;3;BOTELLAS UNIPOLARES PARA CABLE DE ALUMINIO 12/20 Kv., 1*120 + 1*16 mm?;CES28120263;;4389;Ud;1;2015-05-12;0;0000-00-00
435;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 400*60 mm;400*60 mm;;4401;Mts;1;2015-05-12;0;0000-00-00
436;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 100*60 mm;100*60 mm;;4404;Mts;1;2015-05-12;0;0000-00-00
437;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 200*60 mm;200*60 mm;;4405;Mts;1;2015-05-12;0;0000-00-00
438;,;3;PENDULO REFORZADO SIMPLE;67030661;;1970;Ud;1;2015-05-12;0;0000-00-00
439;,;3;PENDULO REFORZADO DOBLE;67030663;;2004;Ud;1;2015-05-12;0;0000-00-00
440;,;3;Soporte Reforzado 150*50;62035150;;2003;Ud;1;2015-05-12;0;0000-00-00
441;,;3;Soporte Reforzado 300*50;62035300;;4409;Ud;1;2015-05-12;0;0000-00-00
442;,;3;Tornillo M10*35;67020077;;2021;Ud;1;2015-05-12;0;0000-00-00
443;,;3;Tuerca Hexagonal M10;67020079;;2025;Ud;1;2015-05-12;0;0000-00-00
444;,;3;Tuerca M10;67060014;;2023;Ud;1;2015-05-12;0;0000-00-00
445;,;3;GRAPAS KR-2;KR-2;;2030;Ud;1;2015-05-12;0;0000-00-00
446;,;3;monitoring relay / Centralita de temperatura T154 / 0 - 200°C PT100;1CN0052;;4432;Ud;1;2015-05-12;0;0000-00-00
447;,;3;PT100 for winding  Sonda de temperatura para bobinado o núcleo RTD PT100 a 3 hilos;RTD PT100;;4435;Ud;1;2015-05-12;0;0000-00-00
448;,;3;Interruptor de Potencia 3AH6402-2RE44-5ET7-Z A10+F20. 819-4215.50;3AH6402-2RE44-5ET7-Z A10+F20. 819-4215.50;;4436;Ud;1;2015-05-12;0;0000-00-00
449;,;3;Interruptor de Potencia 3AH6403-2ME40-5ET7-Z A10+F20. 819-4199.50;3AH6403-2ME40-5ET7-Z A10+F20;;4439;Ud;1;2015-05-12;0;0000-00-00
450;,;3;Protección Multifunctional con Mando. 7SJ6225-4EE92-1FE0 L0A;7SJ6225-4EE92-1FE0 L0A;;4443;Ud;1;2015-05-12;0;0000-00-00
451;,;3;Protección Multifunctional con Mando. 7SJ6221-4EE92-1FE0 L0A (Siprotec);7SJ6221-4EE92-1FE0 L0A;;4444;Ud;1;2015-05-12;0;0000-00-00
452;,;3;Fusibles. 3GD1401-4B;3GD2006-4BC;;2352;Ud;1;2015-05-12;0;0000-00-00
453;,;3;Transformador de tensi?n 3A - 20A 1W;3RV1611-1DG14;;4445;Ud;1;2015-05-12;0;0000-00-00
454;,;3;Contactos auxiliares: 1NA + 1NC;3RV1901-1A;;2307;Ud;1;2015-05-12;0;0000-00-00
455;,;3;Miniature Circuit Breaker C2 2P;5SX5202-7;;4446;Ud;1;2015-05-12;0;0000-00-00
456;,;3;Pulsador de presion (Tipo 1, 4x, 12);3SB3247-0AA41;;4449;Ud;1;2015-05-12;0;0000-00-00
457;,;3;rel? auxiliar con diodo 110V DC. 55.34.9.110.0090 (Industrie Relais 7A, 110V DC.4);FDR:55.34.9.110.0090;A2V00001019102;4351;Ud;1;2015-05-12;0;0000-00-00
458;,;3;Transformador de intensidad. 4MC6363 KUKO: 07-SWF-0643;4MC6363 KUKO: 07-SWF-0643;;4455;Ud;1;2015-05-12;0;0000-00-00
459;,;3;Transformador de tensión. 4MR1442-2BK26-Z F12+F01;4MR1442-2BK26-Z F12+F01;;4456;Ud;1;2015-05-12;0;0000-00-00
460;,;3;ET200S, IM151-3 PN ST INTERFACEMODULE;6ES7151-3AA22-0AB0;;4311;Ud;1;2015-05-12;0;0000-00-00
461;,;3;Tarjeta Simatic Entradas Digitales, 4D1. 6ES7131-4BD01-0AA0;6ES7131-4BD01-0AA0;;4459;Ud;1;2015-05-12;0;0000-00-00
462;,;3;SIMATIC Terminal Module Torq 3-6LB*IN=0.4-0.7 NM;6ES7193-4CB20-0AA0;;4460;Ud;1;2015-05-12;0;0000-00-00
463;,;3;Tarjeta Simatic Net IE/PB Link PN IO Module;6GK1411-5AB00;A2V00001362451;2461;Ud;1;2015-05-12;0;0000-00-00
464;,;3;perfil fuente de alimentaci?n / Power supply 110VDC / 24VDC. 6ES7390-6BA00-0AA0;6ES7390-6BA00-0AA0;;2976;Ud;1;2015-05-12;0;0000-00-00
465;,;3;SIMATIC CPU 315-2 PN/DP;6ES7315-2EH13-0AB0;A2V00001420843;4360;Ud;1;2015-05-12;0;0000-00-00
466;,;3;Pletina Perfil L= 482.6mm2 (Sectional Rail);6ES7390-1AE80-0AA0;;4466;Ud;1;2015-05-12;0;0000-00-00
467;,;3;Entrada Digital SM 321 6ES7321-1BH02-0AA0;6ES7321-1BH02-0AA0;A2V00001105042;2343;Ud;1;2015-05-12;0;0000-00-00
468;,;3;Conector Frontal S7-300. 6ES7392-1AJ00-0AA0;6ES7392-1AJ00-0AA0;A2V00000214901;4306;Ud;1;2015-05-12;0;0000-00-00
469;,;3;SIMATIC NET, CP 343-1 LEAN;6GK7343-1CX10-0XE0;AV200001408513;2443;Ud;1;2015-05-12;0;0000-00-00
470;,;3;SIMATIC TOUCH PANEL TP177B DP;6AV6642-0BC01-1AX1;A2V00001384902;4330;Ud;1;2015-05-12;0;0000-00-00
471;,;3;Interruptor Automático 10A. 5SX2210-7;5SX2210-7;A2V00000214125;4333;Ud;1;2015-05-12;0;0000-00-00
472;,;3;Contacto auxiliar, modular agregable 2NC;5SX9102;A2V00000214233;4332;Ud;1;2015-05-12;0;0000-00-00
473;,;3;Interruptor Automático 2A. 5SX2202-7;5SX2202-7;A2V00000214117;4331;Ud;1;2015-05-12;0;0000-00-00
474;,;3;Elemento de Accionamiento;3SB3110-2KA11;;4473;Ud;1;2015-05-12;0;0000-00-00
475;,;3;Simatic Net, Industrial Ethernet TP Cord RJ45/RJ45, TP Cord confeccionado con  2 tomas RJ45;6XV1850-2GH10;A2V00082018428;4340;Ud;1;2015-05-12;0;0000-00-00
476;,;3;SIMATIC NET, Steckleitung 830-1T f??r Profibus;6XV1830-1CH30;A2V00001061667;4342;Ud;1;2015-05-12;0;0000-00-00
477;,;3;Conector Profibus / PB Conector;6ES7972-0BA12-0XA0;A2V00001136166;4307;Ud;1;2015-05-12;0;0000-00-00
478;,;3;Equipos cargadores de baterias SE;TPR 2x75 A - 82 SBM 84;;4647;Ud;1;2015-05-12;0;0000-00-00
479;,;3;Interruptor seccionador con fusibles tripolar IN= 63 A;3VL9400-2AB00;;2334;Ud;1;2015-05-12;0;0000-00-00
480;,;3;Contactor auxiliar 2nc;5ST3012;;4481;Ud;1;2015-05-12;0;0000-00-00
481;,;3;Miniature Circuit Breaker B6 2P;5SY4206-6;;4482;Ud;1;2015-05-12;0;0000-00-00
482;,;3;Miniature Circuit Breaker D10 3P;5SY4310-8;;4483;Ud;1;2015-05-12;0;0000-00-00
483;,;3;Fusible 5SE2335, 35A/400Va.c / 250Vd.c;5SE2335;;4484;Ud;1;2015-05-12;0;0000-00-00
484;,;3;Interruptor automático/disjuntor IN=200A 4POL;3VL3720-1EM46-0AA0;;2361;Ud;1;2015-05-12;0;0000-00-00
485;,;3;Miniature Circuit Breaker C4 3+N;5SY4604-7;;4485;Ud;1;2015-05-12;0;0000-00-00
486;,;3;Walking Beam Interlock VL160X-VL250;3VL9300-8LC00;;4486;Ud;1;2015-05-12;0;0000-00-00
487;,;3;Borna portafusible Tipo G. 4mm;8WA2011-1SG20;;4487;Ud;1;2015-05-12;0;0000-00-00
488;,;3;Fusible terminal de protecci?n 2.5A (Cartucho fusible);8WA1822-7EF21;;4488;Ud;1;2015-05-12;0;0000-00-00
489;,;3;Miniature Circuit Breaker C2 3+N;5SY4602-7;;4489;Ud;1;2015-05-12;0;0000-00-00
490;,;3;Miniature Circuit Breaker C25 1+N;5SY4525-7;;4490;Ud;1;2015-05-12;0;0000-00-00
491;,;3;Miniature Circuit Breaker C16 1+N;5SY4516-7;;4491;Ud;1;2015-05-12;0;0000-00-00
492;,;3;Miniature Circuit Breaker C6 1+N;5SY4506-7;;4492;Ud;1;2015-05-12;0;0000-00-00
493;,;3;Miniature Circuit Breaker C40 3P;5SY4340-7;;4493;Ud;1;2015-05-12;0;0000-00-00
494;,;3;Miniature Circuit Breaker C50 2P;5SY5250-7;;4494;Ud;1;2015-05-12;0;0000-00-00
495;,;3;Miniature Circuit Breaker C50 4P;5SY4450-7;;4495;Ud;1;2015-05-12;0;0000-00-00
496;,;3;Luz de se?alizaci?n Tipo 1, 4x, 12;3SB3204-6AA40;;4497;Ud;1;2015-05-12;0;0000-00-00
497;,;3;Lámpara indicadora BA9s;3SX1731;;4498;Ud;1;2015-05-12;0;0000-00-00
498;,;3;Plaquita;3SB3905-1AA;;4500;Ud;1;2015-05-12;0;0000-00-00
499;,;3;Led BA9s 130 VAC (verde);3SB3901-1DD;;4501;Ud;1;2015-05-12;0;0000-00-00
500;,;3;Luz de se?alizaci?n Tipo 1, 4x, 12;3SB3204-6AA20;;4502;Ud;1;2015-05-12;0;0000-00-00
501;,;3;Led BA9s 130 VAC (rojo);3SB3901-1CD;;4503;Ud;1;2015-05-12;0;0000-00-00
502;,;3;Avisador ac??stico Tono continuo 2,4 kHz;3SB3234-7BA10;;4504;Ud;1;2015-05-12;0;0000-00-00
503;,;3;Piloto de se?alizaci?n  Color de lente: ROJO Alimentaci?n: 24 V.c.c.;3SB3244-6AA20;;4505;Ud;1;2015-05-12;0;0000-00-00
504;,;3;Arrancador directo Tensi?n: 208 V. 60 Hz;3RT1024-1BF40;;4506;Ud;1;2015-05-12;0;0000-00-00
505;,;3;Contacto auxiliar 10A/240V;3RH1921-1CA01;;4507;Ud;1;2015-05-12;0;0000-00-00
506;,;3;Contacto auxiliar 10A/240V;3RH1921-1CA10;;4508;Ud;1;2015-05-12;0;0000-00-00
507;,;3;Kit de montaje combinado;3RA1923-2B;;4509;Ud;1;2015-05-12;0;0000-00-00
508;,;3;Elemento de bloqueo mecánico;3RA1924-2B;;4510;Ud;1;2015-05-12;0;0000-00-00
509;,;3;Bloque de contactos auxiliares;3RH1921-1FA11;;4862;Ud;1;2015-05-12;0;0000-00-00
510;,;3;Contactor de potencia tetrapolar;3RT1344-1BF40;;4511;Ud;1;2015-05-12;0;0000-00-00
511;,;3;Bloque de contactos auxiliares;3RH1921-1FA22;;4512;Ud;1;2015-05-12;0;0000-00-00
512;,;3;Relé auxiliar Bobina a 110 V.c.c.;3RS1800-1HW01;;4513;Ud;1;2015-05-12;0;0000-00-00
513;,;3;Relé auxiliar Bobina a 24 V.c.c. Protección de bobina por diodo + LED de estado;LZS:PT3A5L24;;2481;Ud;1;2015-05-12;0;0000-00-00
514;,;3;Volt?metro 250 V 60 Hz Tipo M10435 EC72;M10435 EC72;;4514;Ud;1;2015-05-12;0;0000-00-00
515;,;3;Pulsador rojo transl??cido;3SB3501-0DA21;;4515;Ud;1;2015-05-12;0;0000-00-00
516;,;3;PORTALAMPARAS CON LED INTEGRADO 24V AC/DC ROJO CONEXION POR TORNILLO. 3SB3400-1PB;3SB3400-1PB;;4517;Ud;1;2015-05-12;0;0000-00-00
517;,;3;Conmutador voltimétrico 7 posiciones;M19912;;4519;Ud;1;2015-05-12;0;0000-00-00
518;,;3;Maneta de 2 posiciones / COMPLETE UNIT, ROUND;3SB3201-2KA11;;4521;Ud;1;2015-05-12;0;0000-00-00
519;,;3;Pulsador con LED amarillo;3SB3247-0AA31;;4524;Ud;1;2015-05-12;0;0000-00-00
520;,;3;Pulsador de presion (Tipo 1, 4x, 12);3SB3210-0AA11 (3SB3201-0AA11);;4525;Ud;1;2015-05-12;0;0000-00-00
521;,;3;TRAFO DE INTENSIDAD M70324 (CIRCUTOR);ES2:M70324;;4526;Ud;1;2015-05-12;0;0000-00-00
522;,;3;Rele de sobrecarga eléctrica 6-25A;3RB2123-4QB0;;4527;Ud;1;2015-05-12;0;0000-00-00
523;,;3;Rele de sobrecarga eléctrica 50-200A;3RB2056-1FC2;;4528;Ud;1;2015-05-12;0;0000-00-00
524;,;3;CAJA DE PRUEBAS 4I+4T (CIAMA) / Central de Medida DIRIS A40;48250A40;;4529;Ud;1;2015-05-12;0;0000-00-00
525;,;3;CPU 313C;6ES7313-5BF03-0AB0;A2V00001429718;4302;Ud;1;2015-05-12;0;0000-00-00
526;,;3;Simatic S7, Micro Memory Card 128 Kbyte;6ES7953-8LG11-0AA0;A2V00001151136;4309;Ud;1;2015-05-12;0;0000-00-00
527;,;3;Industrial Ethernet TP Cord 4X2 RJ45/RJ45;6XV1870-3QH10;;1932;Ud;1;2015-05-12;0;0000-00-00
528;,;3;REPARTIDOR 048 85 (LEGRAND);048 85;;4535;Ud;1;2015-05-12;0;0000-00-00
529;,;3;LZS:PT3A5S15;;;4537;Ud;1;2015-05-12;0;0000-00-00
530;,;3;Simatic S7 CP 343-1;6GK7 343-1EX30-0XE0;A2V00001659104;2444;Ud;1;2015-05-12;0;0000-00-00
531;,;3;switch Scalance X204-2. 6GK5204-2BB10-2AA3;6GK5204-2BB10-2AA3;;4329;Ud;1;2015-05-12;0;0000-00-00
532;,;3;Fibre Optic Kabel, 3m;6XV1820-7BH30;A2V00001314705;1934;Ud;1;2015-05-12;0;0000-00-00
533;,;3;PROLINX Gatewaymodule 5205-104S-PDPS, Profibus  DP  slave  to  IEC60870-5-104  server with  Ethernet interface, in alu enclosure.;5205-104S-PDPS;A2V00001367529;2440;Ud;1;2015-05-12;0;0000-00-00
534;,;3;SIMATIC S7-300 , SALIDA DIGITAL SM 322, con aislamiento ?ptico , 16 salida digital, 24V DC, 0.5A , 1 x 20 PIN Suma de corrientes de salida 4A / GRUPO ( 8A / M?DULO );6ES7322-1BH01-0AA0;A2V00000004644;4305;Ud;1;2015-05-12;0;0000-00-00
535;,;3;mm2  512 kByte,     (S7 Micro Memory Card, 512kb);6ES7953-8LJ20-0AA0;A2V00001673450 / A2V00002122917;4308;Ud;1;2015-05-12;0;0000-00-00
536;,;3;ET 200 S, Terminalmodul;6ES7193-4CB00-0AA0;A2V00001058875;4314;Ud;1;2015-05-12;0;0000-00-00
537;,;3;Converter Ethernet / RS485;Fa. Lucom, Artikel :58631;A2V00001341479;4315;Ud;1;2015-05-12;0;0000-00-00
538;,;3;Terminal enchufable 2xPMA3-70/17.5 + AC-TF+FMPC;28081126;;4950;Ud;1;2015-05-12;0;0000-00-00
539;,;3;SIMATIC IPC 427C;6ES7647-7BB20-0AA0;;4949;Ud;1;2015-05-12;0;0000-00-00
540;,;3;Fusible de semiconductor 1400 voltios, 1000 A   3BKN/125 with support for microswitch  170H0067.;3BKN/125 BUS:170M6723;A2V00001129310;4317;Ud;1;2015-05-12;0;0000-00-00
541;,;3;Gleichrichterdiode W2664NC400 CAB, repetitive peak reverse voltage:  Vrrm= 4000V, voltage band width:  1,4V-1,5V  at  3600A, diameter:  74mm,  diameter layer base:  47mm,  height:  27mm.;WCS:W2664NC400CAB;A2V00001029577;2345;Ud;1;2015-05-12;0;0000-00-00
542;,;3;Si-Diode Typ: G2M;ZAA:207530;A2V00001001113;4320;Ud;1;2015-05-12;0;0000-00-00
543;,;3;SITRAS DPU96 VD Spannungsteiler-Modul,;E10433-E9511-H100;A2V00000209567;4323;Ud;1;2015-05-12;0;0000-00-00
544;,;3;SIMATIC S7-300, Frontstecker 392, 40-polig;6ES7392-1AM00-0AA0;A2V00000004660;4326;Ud;1;2015-05-12;0;0000-00-00
545;,;3;"RELAY, 4PDT 7A ,  bobina 24VDC; 7A/250VAC , Pulsador de prueba , Diodo LED";FDR:55.34.9.024.0090;A2V00001159102;2455;Ud;1;2015-05-12;0;0000-00-00
546;,;3;Diode 1000V, 1A 1N4007;1N4007;A2V00001011387;4336;Ud;1;2015-05-12;0;0000-00-00
547;,;3;Resistencia  auxiliar  4000A  /  60mVSuperficies  de  conexión cubiertas  de  plata;LLZ:NW4000A/60MV-AG;A2V00001249328;4338;Ud;1;2015-05-12;0;0000-00-00
548;,;3;SITRAS DPU96 BA TrennverstÁrker, Basisversion;E10433-E9509-H100;A2V00000209559;1213;Ud;1;2015-05-12;0;0000-00-00
549;,;3;Leitungsschutzschalter >N<, 400V, 6kA, 2polig C 3A;5SX2203-7;A2V00000003339;4345;Ud;1;2015-05-12;0;0000-00-00
550;,;3;Digitales Schutzgerät Sitras PRO CU, Zentralgerät;A5E00703842;A2V00001368107;2464;Ud;1;2015-05-12;0;0000-00-00
551;,;3;Panel de operación Sitras Pro HMI con conexión de 2 mm2;A5E00444860;A2V00001368111;2359;Ud;1;2015-05-12;0;0000-00-00
552;,;3;Contactor Tamaño 2, 2 polos DC-3 y 5, 32A;3TC4417-0AB4;A2V00000001391;4349;Ud;1;2015-05-12;0;0000-00-00
553;,;3;Limitador de sobretensiones;3TX7402-3G;A2V00000213094;4350;Ud;1;2015-05-12;0;0000-00-00
554;,;3;Contador sumador 24Vcc, 6 díg., 25imp/s;KUE:1.169.200.033;A2V00001100756;4352;Ud;1;2015-05-12;0;0000-00-00
555;,;3;Resistencia 1500 voltios, 100 ohmios,;XDA:ZRF55/480013517-100R;A2V00001091762;4355;Ud;1;2015-05-12;0;0000-00-00
556;,;3;Lichtwellenleiterkabel mit Stecker / Cable de fibra óptica con FSMA­plug;A5E00799908;A2V00001284417;4357;Ud;1;2015-05-12;0;0000-00-00
557;,;3;Hochspannungstrenner VariTrans / Amplificador de separaci;KCK:P41058D1;A2V00001258351;2339;Ud;1;2015-05-12;0;0000-00-00
558;,;3;DC-Isolation Amplifier;KCK:P42000D3-0021;A2V00001249012;2340;Ud;1;2015-05-12;0;0000-00-00
559;,;3;Ethernet to Ethernet Router;XXX:12578  Fa. Lucom;A2V00001665944;4365;Ud;1;2015-05-12;0;0000-00-00
560;,;3;Convertidor de CC Sitras Pro Ba;A5E00739501;A2V00001368112;2463;Ud;1;2015-05-12;0;0000-00-00
561;,;3;Fan;W2S130-AA25-01    7805 ES;A2V00002247824;1114;Ud;1;2015-05-12;0;0000-00-00
562;,;3;Relé para vigilancia de la ausencia de tensión, Tensión alimentación: 480 Vac,  60 Hz;3UG4513-1BR20;;2456;Ud;1;2015-05-12;0;0000-00-00
563;,;3;PTC temperature sensor  for core;ES2:4170107681;;5024;Ud;1;2015-05-12;0;0000-00-00
564;,;3;HH HCR FUSE LINK;3GD2063-4BC;;5029;Ud;1;2015-05-12;0;0000-00-00
565;,;3;Motor Interruptor tres posiciones. 819-2501.50;ES2: 0031006080;;5030;Ud;1;2015-05-12;0;0000-00-00
566;,;3;Selector local-remoto por el interruptor de tres posiciones;ES2: 0002902023;;5031;Ud;1;2015-05-12;0;0000-00-00
567;,;3;Tarjeta de memoria 64Kbytes;6ES7953-8LF30-0AA0;A2V00001162066 / A2V00002345454;5033;Ud;1;2015-05-12;0;0000-00-00
568;,;3;ET200S, TERM.-MOD. TM-E15S24-A1 (5PCS);6ES7193-4CA20-0AA0;;5034;Ud;1;2015-05-12;0;0000-00-00
569;,;3;MODULO COMUNICACIONES RS232;6ES7341-1CH02-0AE0;;5035;Ud;1;2015-05-12;0;0000-00-00
570;,;3;FUENTE DE ALIMENTACIÓN SITOP PSU100S 24V/10A;6EP1334-2BA20;;5036;Ud;1;2015-05-12;0;0000-00-00
571;,;3;Empalme Cable MT400 mm² + Manguito+Botella (Type: CHMSV, 24KV, 240-400 mm² 12/20;ES2:258143;;5037;Ud;1;2015-05-12;0;0000-00-00
572;,;3;Botella unipolar para cable de media tensión 400mm²;ES2:071114;;5038;Ud;1;2015-05-12;0;0000-00-00
573;,;3;MANGUITO EMPALME 400 MM;ES2:071525;;5039;Ud;1;2015-05-12;0;0000-00-00
574;,;3;Manguito de empalme para cable de media tensión de 630mm;ES2:Emm2 400630 / ES2:EMMT400630;;5040;Ud;1;2015-05-12;0;0000-00-00
575;,;3;CONTACTOR, AC-3 3 KW/400V 3RT2015-1BB42 / 3RT1015-1BB42;3RT1015-1BB42;;5041;Ud;1;2015-05-12;0;0000-00-00
576;,;3;CIRCUIT BREAKER, 5.5 8A;3RV1021-1HA10;;5042;Ud;1;2015-05-12;0;0000-00-00
577;,;3;Interruptor automático magnetotérmico tripolar IN=16A IC=50kA;3RV1021-4AA10;;5043;Ud;1;2015-05-12;0;0000-00-00
578;,;3;Interruptor automático magnetotérmico tripolar IN=25 A  IC= 50 kA;3RV1031-4DA10;;5050;Ud;1;2015-05-12;0;0000-00-00
579;,;3;CIRCUIT BREAKER, SCREW-TYPE, 32A;3RV1031-4EA10;;5051;Ud;1;2015-05-12;0;0000-00-00
580;,;3;CIRCUIT BREAKER SIZE S3;3RV1042-4LA10;;5052;Ud;1;2015-05-12;0;0000-00-00
581;,;3;Interruptor automático magnetotérmico tetrapolar,  IN= 80 A.;3VL2708-1EM43-0AA0;;5054;Ud;1;2015-05-12;0;0000-00-00
582;,;3;Interruptor automático magnetotérmico tripolar IN= 160 A.;3VL2716-1SS33-0AA0;;5055;Ud;1;2015-05-12;0;0000-00-00
583;,;3;Interruptor automático magnetotérmico tetrapolar para protección del devanado de B.T. 480/277 V.;3VL7710-1TF46-0AA0;;5056;Ud;1;2015-05-12;0;0000-00-00
584;,;3;ET200S, IM151-7 CPU INTERFACE, 128KB;6ES7151-7AA21-0AB0;;5057;Ud;1;2015-05-12;0;0000-00-00
