id;procedencia;id_at;designacion;ref;SAP;id_prod;medida;us_crea;date_crea;us_modif;date_modif
195;,;1;Carril conductor SICAT SR;8WL7230-0A;A2V00001972381;1004;Ud;1;2015-05-12;0;0000-00-00
196;,;1;Union para carril conductor SICAT SR;8WL7231-0;;1005;Ud;1;2015-05-12;0;0000-00-00
197;,;1;Grapa de puesta a tierra SICAT SR;8WL7234-0A;;5107;Ud;1;2015-05-12;0;0000-00-00
198;,;1;Grapa de conexión SICAT SR;8WL7235-0A;;5108;Ud;1;2015-05-12;0;0000-00-00
199;,;1;Grapa central de punto fijo SICAT SR;8WL7234-3;;5109;Ud;1;2015-05-12;0;0000-00-00
200;,;1;Carril conductor tipo rampa SICAT SR;8WL7230-1A;;5144;Ud;1;2015-05-12;0;0000-00-00
201;,;1;Aislador de seccion SICAT SR;8WL7238-7E;;5110;Ud;1;2015-05-12;0;0000-00-00
202;,;1;Terminal de compresión TC.150.20 para cable extraflexible de Cu 150mm2;ES2: TD-150-20;;5143;Ud;1;2015-05-12;0;0000-00-00
203;,;1;Terminal para cable de cobre 240mm2;ES2: TD-240-12;;5145;Ud;1;2015-05-12;0;0000-00-00
204;,;1;Terminal Tipo Upresa para 2 cables de 150 mm2;178 SCP.001;;5112;Ud;1;2015-05-12;0;0000-00-00
205;,;1;Kit para conexión en carril;AR60-D;;5113;Ud;1;2015-05-12;0;0000-00-00
206;,;1;LIMITADOR DE TENSIÓN  150MM;8WL6503-1A;;5114;Ud;1;2015-05-12;0;0000-00-00
207;,;1;ELEMENTO LIMITADOR DE TENSIÓN 1000V AC/600VDC;8WL6504-5;;5115;Ud;1;2015-05-12;0;0000-00-00
208;,;1;Fusible SIBA, F125 mA 3 kV;F125 mA 3 kV;;5116;Ud;1;2015-05-12;0;0000-00-00
209;,;3;Baterias Negras de 12V;SP12-65;;4997;Ud;1;2015-05-12;0;0000-00-00
210;,;1;Bulon Din 43161-19x100 Acero;8WL1112-2;A2V00000200906;1295;Ud;1;2015-05-12;0;0000-00-00
211;,;2;"PC/ ECC Rack 
incl. Compact PCI";S25160-J1-B4;A2V00082059346;4233;Ud;1;2015-05-12;0;0000-00-00
212;,;1;Terminal Tipo Upresa para 2 cables Cu-Cu;178 SCP.100;;1474;Ud;1;2015-05-12;0;0000-00-00
213;,;3;Cable TOXFREE ZH RZ1-K (AS) 2*1,5 mm2 (verde);TOXFREE ZH RZ1-K (AS) 2*1,5 mm2;;3388;Mts;1;2015-05-12;0;0000-00-00
214;,;3;Cable AFIRENAS X RZ1-K (AS) 2*2,5 mm2 (verde);CBL.EXZHELLENT-XXI RZ1-K 0,6/1KV 2x2,5;;3395;Mts;1;2015-05-12;0;0000-00-00
215;,;3;Cable AFIRENAS X RZ1-K (AS) 2*16 mm2 (verde);CBL.AFIRENAS-X RZ1-K 0,6/1KV 2x16;;4540;Mts;1;2015-05-12;0;0000-00-00
216;,;3;Cable EXZHELLENT-XXI RZ1-K (AS) 3*35 mm2 (verde);EXZHELLENT-XXI RZ1-K (AS) 3*35 mm2;;4541;Mts;1;2015-05-12;0;0000-00-00
217;,;3;Cable EXZHELLENT-XXI RZ1-K (AS) 4*1,5 mm? (verde);EXZHELLENT-XXI RZ1-K (AS) 4*1,5 mm2;;4542;Mts;1;2015-05-12;0;0000-00-00
218;,;3;Cable AFIRENAS-X RZ1-K(AS) 0,6/1 kV 4*2,5 mm??;RZ1-K 4G2,5 0.6/1Kv;;4368;Mts;1;2015-05-12;0;0000-00-00
219;,;3;Cable AFIRENAS-X RZ1-K(AS) 0,6/1 kV 4*10 mm??;RZ1-K 4G10 0.6/1 Kv;;4369;Mts;1;2015-05-12;0;0000-00-00
220;,;3;Cable Firex protech EVOLUCION RZ1-K (AS) 0,6/1 kV 4*35 mm2;CBL.Firex.protech.EVOLUCION RZ1-K 0,6/1KV 4x35;;3401;Mts;1;2015-05-12;0;0000-00-00
221;,;3;Cable EXZHELLENT-XXI RZ1-K (AS) 1*240 mm2 (verde);EXZHELLENT-XXI RZ1-K (AS) 1*240 mm2;;4545;Mts;1;2015-05-12;0;0000-00-00
222;,;3;Cable TOXFREE ZH RZ1-K (AS) 1*185 mm2 (verde);TOXFREE ZH RZ1-K (AS)  1*185 mm2;;4546;Mts;1;2015-05-12;0;0000-00-00
223;,;3;Cable AFIRENAS X RZ1-K (AS) 1*150 mm2 (verde);AFIRENAS X RZ1-K (AS) 1*150 mm2;;4547;Mts;1;2015-05-12;0;0000-00-00
224;,;3;Cable TOXFREE ZH RZ1-K (AS) 1*120 mm2 (verde);TOXFREE ZH RZ1-K (AS) 1*120 mm2;;2966;Mts;1;2015-05-12;0;0000-00-00
225;,;3;Cable AFIRENAS X RZ1-K (AS) 1*95 mm? (verde);84011;;4548;Mts;1;2015-05-12;0;0000-00-00
226;,;3;Manguito de empalme punta-punta para 1.5mm2;ES2:L03-M;;4372;Ud;1;2015-05-12;0;0000-00-00
227;,;3;Manguito de empalme punta-punta para 2.5mm2;ES2:L06-M;;4373;Ud;1;2015-05-12;0;0000-00-00
228;,;3;Manguito de empalme punta-punta para 16mm2;ES2:L3-M;;4551;Ud;1;2015-05-12;0;0000-00-00
229;,;3;Manguito de empalme punta-punta para 35mm2;ES2:L7-M;;4552;Ud;1;2015-05-12;0;0000-00-00
230;,;3;Manguito de empalme punta-punta para 10mm2;ES2:L2-M;;4375;Ud;1;2015-05-12;0;0000-00-00
231;,;3;Manguito de empalme punta-punta para 240mm2;ES2:L48-M;;4554;Ud;1;2015-05-12;0;0000-00-00
232;,;3;Manguito de empalme punta-punta para 185mm2;ES2:L37-M;;4555;Ud;1;2015-05-12;0;0000-00-00
233;,;3;Manguito de empalme punta-punta para 150mm2;ES2:L30-M;;4556;Ud;1;2015-05-12;0;0000-00-00
234;,;3;Manguito de empalme punta-punta para 120mm2;ES2:L24-M;;4557;Ud;1;2015-05-12;0;0000-00-00
235;,;3;Manguito de empalme punta-punta para 95mm2;ES2:L19-M;;4558;Ud;1;2015-05-12;0;0000-00-00
236;,;3;Sumsave (AS+) S0Z1-K 0.6/1KV 3x2.5 mm?? ( Apantallado);(AS+) S0Z1-K 0.6/1KV 3x2.5 mm??;;4380;Mts;1;2015-05-12;0;0000-00-00
237;,;3;Sumsave (AS+) S0Z1-K 0.6/1KV 2x2,5 mm??;2*2,5 mm?? (naranja);;4379;Mts;1;2015-05-12;0;0000-00-00
238;,;3;Sumsave (AS+) S0Z1-K 6G1,5 mm?? (Apantallado);(AS+) S0Z1-K 6G1,5 mm??;;4381;Mts;1;2015-05-12;0;0000-00-00
239;,;3;Terminal para cable de 1.5mm2 M4;A03-M4;;4382;Ud;1;2015-05-12;0;0000-00-00
240;,;3;Terminal para cable de 2.5mm2 M5;A06-M5;;4383;Ud;1;2015-05-12;0;0000-00-00
241;,;3;Terminal para cable de 10mm2 M6;A2-M6;;4385;Ud;1;2015-05-12;0;0000-00-00
242;,;3;Terminal para cable de 16mm2 M8;A3-M8;;4565;Ud;1;2015-05-12;0;0000-00-00
243;,;3;Terminal para cable de 35mm2 M8;A7-M8;;4566;Ud;1;2015-05-12;0;0000-00-00
244;,;3;Terminal para cable de 95mm2 M12;A19-M12;;4567;Ud;1;2015-05-12;0;0000-00-00
245;,;3;Terminal para cable de 120mm2 M12;A24-M12;;4568;Ud;1;2015-05-12;0;0000-00-00
246;,;3;Terminal para cable de 150mm2 M10;A30-M10;;4569;Ud;1;2015-05-12;0;0000-00-00
247;,;3;Terminal para cable de 185mm2 M10;A37-M10;;4570;Ud;1;2015-05-12;0;0000-00-00
248;,;3;Terminal para cable de 240mm² M12;A48-M12;;4571;Ud;1;2015-05-12;0;0000-00-00
249;,;3;BRIDAS UNEX PARA FIJACIÓN DE CABLES PARA DIAM. MAX. 22 mm? (Paquetes de 200 ud);2221-0;;4574;Paquete;1;2015-05-12;0;0000-00-00
250;,;3;BRIDAS UNEX PARA FIJACIÓN DE CABLES PARA DIAM. MAX. 50 mm? (Paquete de 100 ud);2225-0;;4575;Paquete;1;2015-05-12;0;0000-00-00
251;,;3;CAJETIN PORTAETIQUETAS UNEX, 2002 (Paquete de 100 ud);2002;;4394;Paquete;1;2015-05-12;0;0000-00-00
252;,;3;PLACAS DE SEÑALIZACION UNEX 18*40. 2151 Embalaje (Paquete de 100 ud);2151;;4395;Paquete;1;2015-05-12;0;0000-00-00
253;,;3;PLACAS DE SEÑALIZACION UNEX 25*60. 2152 Embalaje (Paquete de 100 ud);2152;;4396;Paquete;1;2015-05-12;0;0000-00-00
254;,;3;SEÑALIZADORES PRECORTADOS SUPER EXTENSIBLES UNEX, 4 A 8 mm? 1812 (Paquete de 100 ud);1812;;4397;Paquete;1;2015-05-12;0;0000-00-00
255;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 100*35 mm;100*35 mm;;4398;Mts;1;2015-05-12;0;0000-00-00
256;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 200*35 mm;200*35 mm;;4399;Mts;1;2015-05-12;0;0000-00-00
257;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 300*35 mm;300*35 mm;;4400;Mts;1;2015-05-12;0;0000-00-00
258;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 400*35 mm?;400*35 mm?;;4583;Mts;1;2015-05-12;0;0000-00-00
259;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 500*60 mm?;500*60 mm?;;4402;Mts;1;2015-05-12;0;0000-00-00
260;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 500*100 mm?;500*100 mm?;;4585;Mts;1;2015-05-12;0;0000-00-00
261;,;3;BANDEJA REJIBAND, GALVANIZADA EN CALIENTE DE 600*60 mm?;600*60 mm?;;4403;Mts;1;2015-05-12;0;0000-00-00
262;,;3;RAIL MUY REFORZADO, 41*41*2,5, 67030057 (Tramos de 3 Mts);67030057;;4587;Mts;1;2015-05-12;0;0000-00-00
263;,;3;ARANDELAS DE ESTRELLA M10, ES2: 67020086;67020086;;1921;Ud;1;2015-05-12;0;0000-00-00
264;,;3;TORNILLO ALLEN, M10*20, 67020065;67020065;;2019;Ud;1;2015-05-12;0;0000-00-00
265;,;3;SOPORTE REFORZADO 100*50, 62035100;62035100;;2000;Ud;1;2015-05-12;0;0000-00-00
266;,;3;SOPORTE REFORZADO 200*50, 62035200;62035200;;4167;Ud;1;2015-05-12;0;0000-00-00
267;,;3;SOPORTE REFORZADO 400*77, 63033400;63033400;;4408;Ud;1;2015-05-12;0;0000-00-00
268;,;3;SOPORTE REFORZADO 500*77, 63033500;63033500;;1999;Ud;1;2015-05-12;0;0000-00-00
269;,;3;SOPORTE REFORZADO 600*77, 63033600;63033600;;2001;Ud;1;2015-05-12;0;0000-00-00
270;,;3;TUERCA RAIL, M10, 67060058;67060058;;2026;Ud;1;2015-05-12;0;0000-00-00
271;,;3;TORNILLO M10*20, 67020059;ES2: 67020059;;2020;Ud;1;2015-05-12;0;0000-00-00
272;,;3;DISTANCIADOR PEQUEÑO 180 mm2 67030541;67030541;;1944;Ud;1;2015-05-12;0;0000-00-00
273;,;3;DISTANCIADOR GRANDE 350 mm2 67030542;67030542;;1945;Ud;1;2015-05-12;0;0000-00-00
274;,;3;FIJACIONES A SOPORTE, 64030060;64030060;;1960;Ud;1;2015-05-12;0;0000-00-00
275;,;3;UNION REFORZADA DE TRAMOS DE BANDEJAS, 64030061;64030061;;3278;Ud;1;2015-05-12;0;0000-00-00
276;,;3;SUSPENSIÓN CENTRAL, 67030046;67030046;;2006;Ud;1;2015-05-12;0;0000-00-00
277;,;3;TORNILLO DIN 630 M6*20, 67030100;67030100;;2016;Ud;1;2015-05-12;0;0000-00-00
278;,;3;TUERCA DE ARANDELA M6, 64030059;64030059;;2024;Ud;1;2015-05-12;0;0000-00-00
279;,;3;MULTIFUNCIÓN, 67030047;67030047;;2005;Ud;1;2015-05-12;0;0000-00-00
280;,;3;PUNTA REMATE, 68000049;68000049;;1982;Ud;1;2015-05-12;0;0000-00-00
281;,;3;BORNA DE TIERRA, 68000032;68000032;;1930;Ud;1;2015-05-12;0;0000-00-00
282;,;3;TERMOSTATO DE AMBIENTE INDUSTRIAL. TEMPERATURAS DE REGULACIÓN: 0 C  A  50 C. CAJA METÁLICA CON CONTRACTOS 1NA+1NC;TS9501.01;;4417;Ud;1;2015-05-12;0;0000-00-00
283;,;3;PLETINA DE COBRE DE 30*3 mm?;30*3 mm;;4418;Mts;1;2015-05-12;0;0000-00-00
284;,;3;GRAPAS KX-63;KX-63;;1937;Ud;1;2015-05-12;0;0000-00-00
285;,;3;TERMINALES TX 150T;TX 150T;;4419;Ud;1;2015-05-12;0;0000-00-00
286;,;3;PICAS DE COBRE-ACERO 20 NU 146/R O SIMILAR;KLK 20 NU 146 R;;1971;Ud;1;2015-05-12;0;0000-00-00
287;,;3;EMBARRADO DE CONEXIÓN EC 100-5;;;4421;Ud;1;2015-05-12;0;0000-00-00
288;,;3;ARQUETA DE REGISTRO AC-M 200 FE;AC-M 200 FE;;4422;Ud;1;2015-05-12;0;0000-00-00
289;,;3;GRAPAS KBL-63;KBL-63;;2029;Ud;1;2015-05-12;0;0000-00-00
290;,;3;GRAPAS KM-63;KM-63;;3220;Ud;1;2015-05-12;0;0000-00-00
291;,;3;PUNTOS DE PUESTA A TIERRA PT-3;PT-3;;1983;Ud;1;2015-05-12;0;0000-00-00
292;,;3;Trenza de Cobre Estañada Plana con Terminales Taladrados 300x28mm;COXE0040X0300;;4605;Ud;1;2015-05-12;0;0000-00-00
293;,;3;CABLE DE COBRE DESNUDO DE 1*95 mm?;;;4429;Mts;1;2015-05-12;0;0000-00-00
294;,;3;SOLDADURA ALUMINOTERMICA DE CABLE DE COBRE DE 95 mm2 A CARRIL;KIT ELPA 95;;4611;Kit;1;2015-05-12;0;0000-00-00
295;,;3;Contacto auxiliar Tensión de alimentación bobina: 110 V.c.c. Contactos: 4NA;3RH1122-1BF40;;2332;Ud;1;2015-05-12;0;0000-00-00
296;,;3;Limitador de sobretensión;3RT1916-1BC00;;4451;Ud;1;2015-05-12;0;0000-00-00
297;,;3;contactor. 3RH1244-1BF40;3RH1244-1BF40;;4613;Ud;1;2015-05-12;0;0000-00-00
298;,;3;Contactor auxiliar 2NA + 2NC Tensión de alimentación en bobina: 24 V. c.c.;3RH1122-1BB40;;2331;Ud;1;2015-05-12;0;0000-00-00
299;,;3;ELEMENTO DE ACCIONAMIENTO PULSADOR LUMINOSO SALIENTE TRANSPARENTE. 3SB3001-0BA71;3SB3001-0BA71;;4614;Ud;1;2015-05-12;0;0000-00-00
300;,;3;Elemento de Conexión con 2 contactos 1NA+1NC / (IEC/EN 60947-5-1) U:400V-AV12 10A, AC15 6A/230V;3SB3400-0A;;4450;Ud;1;2015-05-12;0;0000-00-00
301;,;3;ELEMENTO DE CONEXION CON 2 CONTACTOS 2NA. 3SB3400-0D;3SB3400-0D;;4516;Ud;1;2015-05-12;0;0000-00-00
302;,;3;PORTALAMPARAS CON LED INTEGRADO 24V AC/DC VERDE CONEXION POR TORNILLO. 3SB3400-1PC;3SB3400-1PC;;4617;Ud;1;2015-05-12;0;0000-00-00
303;,;3;ACCESORIOS PARA 3SB3, REDONDO, PORTAPLAQUITA CON CAPA ADHESIVA PARA PLAQUITA INSCRIPCION 17, 5X28 mm? PARA ABROCHAR. 3SB3925-0AV;3SB3925-0AV (IEC 60947-5-1, VDE 0660, U=24V UC);;4619;Ud;1;2015-05-12;0;0000-00-00
304;,;3;interruptor de protección magnetotérmico, 3A. 5SX5203-7;5SX5203-7;;4620;Ud;1;2015-05-12;0;0000-00-00
305;,;3;interruptor de protección magnetotérmico, 10A. 5SX5210-7;5SX5210-7;;4621;Ud;1;2015-05-12;0;0000-00-00
306;,;3;interruptor de protección magnetotérmico, 6A. 5SX5206-7;5SX5206-7;;4622;Ud;1;2015-05-12;0;0000-00-00
307;,;3;INTERRUP.AUX.MONTABLE 1NA+1NC P.5SX245. 5SX9100;5SX9100;;4447;Ud;1;2015-05-12;0;0000-00-00
308;,;3;Relé protección. 7SJ6025-2EB90-3FA0+L0A;7SJ6025-2EB90-3FA0+L0A;;4624;Ud;1;2015-05-12;0;0000-00-00
309;,;3;Fusibles celdas 8DJ20. 31.5 A;3GD2032-4BC;;2353;Ud;1;2015-05-12;0;0000-00-00
310;,;3;Fuente de alimentación 120-230 V AC (DC 110-3 SALIDA: 24 V DC/ 4 A . 6EP1332-5BA10.;6EP1332-5BA10;;2348;Ud;1;2015-05-12;0;0000-00-00
311;,;3;capdis S2+. 819-1137.50;ES2:0002930333;;4464;Ud;1;2015-05-12;0;0000-00-00
312;,;3;relé de defecto de tierra. KA-OPTO-F+E 3.0,KA-OPTO-F 3.0;;;4463;Ud;1;2015-05-12;0;0000-00-00
313;,;3;Módulo Terminal TM-P15S23-A1;6ES7193-4CC20-0AA0;;2439;Ud;1;2015-05-12;0;0000-00-00
314;,;3;Módulo de 8 E.D.;6ES7131-4BF00-0AA0;;2342;Ud;1;2015-05-12;0;0000-00-00
315;,;3;Simatic / M?dulo. 6ES7193-4CA40-0AA0;6ES7193-4CA40-0AA0;;2476;Ud;1;2015-05-12;0;0000-00-00
316;,;3;Módulo de 2 S.D.;6ES7132-4HB01-0AB0;;2344;Ud;1;2015-05-12;0;0000-00-00
317;,;3;ELEMENTO DE ACCIONAMIENTO MANIJA, O-I CON ENCLAVAMIENTO NEGRO. 3SB3000-2KA11;3SB3000-2KA11;;4634;Kit;1;2015-05-12;0;0000-00-00
318;,;3;APARATO COMPLETO, EJEC. REDONDA PULSADOR LUMINOSO, 1NA + 1NC + LED UC 24V INTERNO ROJO, CON SOPORTE. 3SB3247-0AA21;3SB3247-0AA21;;4448;Kit;1;2015-05-12;0;0000-00-00
319;,;3;Terminal interconnexión 3 x 1 x 70mm2. AL-AFUMEX H (XLPE) 1x70-1x16 12-20;TMF2-70/24-I-P3;;4639;Ud;1;2015-05-12;0;0000-00-00
320;,;3;Terminal interconnexión 3 x 1 x 120mm2 AL-AFUMEX H (XLPE) 1x120-1x16 12-20;TMF2-120/24-E-P;;4640;Ud;1;2015-05-12;0;0000-00-00
321;,;3;Terminal interconnexión 3 x 1 x 240mm2. AL-AFUMEX H (XLPE) 1x240-1x16 12-20;TMF3-240/24-E-AL;;2012;Ud;1;2015-05-12;0;0000-00-00
322;,;3;Empalmes  (AL-AFUMEX H (XLPE) 1x240-1x16 12/20kV). PMA-3-240/24 AC Al;QSE 93-AF631-1E;;1951;Ud;1;2015-05-12;0;0000-00-00
323;,;3;Empalmes  (AL-AFUMEX H (XLPE) 1x120-1x16 12/20kV). PMA-3-120/24 AC Al;PMA-3-120/24 AC Al (QSE 93-AF 611-1EC);;1953;Ud;1;2015-05-12;0;0000-00-00
324;,;3;Empalmes  (AL-AFUMEX H (XLPE) 1x70-1x16 12/20kV). PMA-3-70/24 AC Al (CABLE - CABLE);PMA-3-70/24 AC Al (EPJMe-1C-24-F-T3-C1);;1952;Ud;1;2015-05-12;0;0000-00-00
325;,;3;Empalmes  (AL-AFUMEX H (XLPE) 1x70-1x16 12/20kV). PMA-3-70/24 AC Al (CABLE - TERMINAL);PMA-3-70/24 AC Al (CABLE - TERMINAL);;1000;Ud;1;2015-05-12;0;0000-00-00
326;,;3;AL-AFUMEX H(XLPE) 1x120-1x16 12/20 kV;CABLE 1X120 (Rojo);;3370;Mts;1;2015-05-12;0;0000-00-00
327;,;3;AL-AFUMEX H(XLPE) 1x70-1x16 12/20 kV;CABLE 1X70 (Rojo);;3366;Mts;1;2015-05-12;0;0000-00-00
328;,;3;AL-AFUMEX H(XLPE) 1x240-1x16 12/20 kV;CABLE 1X240 (Rojo);;3367;Mts;1;2015-05-12;0;0000-00-00
329;,;3;S7 CPU 315-2DP , 256KB;6ES7315-2AG10-0AB0;;2338;Ud;1;2015-05-12;0;0000-00-00
330;,;3;MODULO DIAGNOSTICO;6EP1961-2BA00;;2435;Ud;1;2015-05-12;0;0000-00-00
331;,;3;SIMATIC S7-300-SM 321 DIGITAL INPUT MODULE. 6AG1321-1BL00-0AA0;6AG1321-1BL00-0AA0;;4645;Ud;1;2015-05-12;0;0000-00-00
332;,;3;SIMATIC S7-300-SM 322 DIGITAL OUTPUT MODULE. 6ES7322-1BL00-0AA0;6ES7322-1BL00-0AA0;;2433;Ud;1;2015-05-12;0;0000-00-00
333;,;3;SIMATIC S7-300-SM 331 ANALOG INPUT MODULE. 6ES7331-1KF01-0AB0;6ES7331-1KF02-0AB0;;2434;Ud;1;2015-05-12;0;0000-00-00
334;,;3;Equipos SAI CT;MOS-EB-12-5 A- 9 SBS15;;4646;Ud;1;2015-05-12;0;0000-00-00
335;,;3;Equipos SAI SE;PROTECT 5/33 NA (20 Kva);;4477;Ud;1;2015-05-12;0;0000-00-00
336;,;3;Equipos cargadores de baterias CT;MOS-EB-12-5 A- 9 SBS15;;4478;Ud;1;2015-05-12;0;0000-00-00
337;,;3;Interruptor tetrapolar IN=400 A;3VL4740-1EE46-0AA1;;4648;Ud;1;2015-05-12;0;0000-00-00
338;,;3;Contactos auxiliares: 2HS (NA + NC) + AS (NA);3VL9400-2AD00;;2327;Ud;1;2015-05-12;0;0000-00-00
339;,;3;Motor con acumulador 110-127 V. c.c. VL400;3VL9400-3MN00 LN;;2302;Ud;1;2015-05-12;0;0000-00-00
340;,;3;Dispositivo de bloqueo trasero VL400;3VL9400-8LC00;;2429;Ud;1;2015-05-12;0;0000-00-00
341;,;3;"Contactos auxiliares: 2HS (NA + NC) +AS (NA); Bobina de disparo auxiliar a emisi?n de corriente 110-127 V.c.c.";3VL9800-2AE00;;2465;Ud;1;2015-05-12;0;0000-00-00
342;,;3;Accionamiento a distancia, Operador de telemando (remote operator mechanism) VL1250-VL1600;3VL9800-3MN00;;4649;Ud;1;2015-05-12;0;0000-00-00
343;,;3;ACCESORIO PARA VL1250, VL1600, ENCLAVAMIENTO MUTUO CON PALANCA PARA MONTAJE FIJO;3VL9800-8LC00;;2431;Kit;1;2015-05-12;0;0000-00-00
344;,;3;Seccionador tetrapolar de apertura en carga para protección del devanado de B.T. 208/120 V.;3KA7132-4AA00;;2411;Ud;1;2015-05-12;0;0000-00-00
345;,;3;Contacto auxiliar: 1NA + 1NC;3KX7141-6AA00;;4650;Kit;1;2015-05-12;0;0000-00-00
346;,;3;Terminal Cover 315A/400A;3KX7131-3AA00;;4651;Ud;1;2015-05-12;0;0000-00-00
347;,;3;Terminal Cover - Inferior;3KX7131-3AB00;;4652;Ud;1;2015-05-12;0;0000-00-00
348;,;3;Accionamiento bloqueable para puerta;3KX7112-4AA00;;4653;Ud;1;2015-05-12;0;0000-00-00
349;,;3;Switch disconnector VC4P 4X630A;3KA7141-4AA00;;4655;Ud;1;2015-05-12;0;0000-00-00
350;,;3;Contacto auxiliar CR 1NO + 1NC VC4P/F;3KX7141-4AA00;;4656;Ud;1;2015-05-12;0;0000-00-00
351;,;3;Copriterminali Superior VC4P/F;3KX7131-4AA00;;4657;Ud;1;2015-05-12;0;0000-00-00
352;,;3;Copriterminali Inferior VC4P/F;3KX7131-4AB00;;4658;Ud;1;2015-05-12;0;0000-00-00
353;,;3;Switch disconnector VC5P 4X1600A;3KA7154-4AA00;;4659;Ud;1;2015-05-12;0;0000-00-00
354;,;3;Accionamiento bloqueable para puerta;3KX7112-5AA00;;4660;Ud;1;2015-05-12;0;0000-00-00
355;,;3;Switch disconnector VC5P 4X1600A FN;3KA7154-4AA01;;4661;Ud;1;2015-05-12;0;0000-00-00
356;,;3;Interruptor fusible unipolar IN= 32 A;3NW7013;;2305;Ud;1;2015-05-12;0;0000-00-00
357;,;3;Fusible cilindrico 6A / 500V / 10x38;3NW6001-1;;2355;Ud;1;2015-05-12;0;0000-00-00
358;,;3;Interruptor fusible tripolar IN= 32 A;3NW7033;;2306;Ud;1;2015-05-12;0;0000-00-00
359;,;3;Bloque de contactos auxiliares / Interruptor auxiliar;3RV1901-1E;;4663;Ud;1;2015-05-12;0;0000-00-00
360;,;3;Bloque de señalización;3RV1921-1M;;4664;Ud;1;2015-05-12;0;0000-00-00
361;,;3;Interruptor automático/disjuntor 9-12.5A;3RV1021-1KA15;;4665;Ud;1;2015-05-12;0;0000-00-00
362;,;3;Interruptor automático/disjuntor 14-20A;3RV1021-4BA10;;4667;Ud;1;2015-05-12;0;0000-00-00
363;,;3;Interruptor automatico/disjuntor 20-25A;3RV1021-4DA10;;4668;Ud;1;2015-05-12;0;0000-00-00
364;,;3;Interruptor automático/disjuntor 28-40A;3RV1031-4FA10;;4670;Ud;1;2015-05-12;0;0000-00-00
365;,;3;Interruptor automático/disjuntor 45-63A;3RV1041-4JA10;;2375;Ud;1;2015-05-12;0;0000-00-00
366;,;3;Interruptor automático/disjuntor 70-90A;3RV1041-4LA10;;2374;Ud;1;2015-05-12;0;0000-00-00
367;,;3;Disparador shunt AC 90-110V;3RV1902-1DF0;;4671;Ud;1;2015-05-12;0;0000-00-00
368;,;3;Interruptor automático/disjuntor 28-40A;3RV1042-4FA10;;2381;Ud;1;2015-05-12;0;0000-00-00
369;,;3;Interruptor automático/disjuntor 36-50A;3RV1042-4HA10;;2382;Ud;1;2015-05-12;0;0000-00-00
370;,;3;Pulsador de presion (Tipo 1, 4x, 12);3SB3000-0AA11;;4675;Ud;1;2015-05-12;0;0000-00-00
371;,;3;Portalamparas;3SB3400-1G;;4676;Ud;1;2015-05-12;0;0000-00-00
372;,;3;Interruptor de posicion;3SE5413-0CC20-1EA2;;4518;Ud;1;2015-05-12;0;0000-00-00
373;,;3;Disparador con regulación VL160-VL400  400-1000 A.;3VL9400-1SK00;;2346;Ud;1;2015-05-12;0;0000-00-00
374;,;3;Interruptor automático magnetotérmico tetrapolar IN= 100 A;3VL2710-1EM43-0AA0;;4679;Ud;1;2015-05-12;0;0000-00-00
375;,;3;Motor con acumulador 110-127 V. c.c. VL400;3VL9300-3MN00 FN;;2479;Ud;1;2015-05-12;0;0000-00-00
376;,;3;Interruptor automático magnetotérmico tripolar IN= 125 A IC= 50 kA;3VL2712-1DC33-0AA0;;4681;Ud;1;2015-05-12;0;0000-00-00
377;,;3;Interruptor automático/disjuntor IN=160A 3POL;3VL2716-1DC33-0AA0;;4682;Ud;1;2015-05-12;0;0000-00-00
378;,;3;Interruptor automático magnetotérmico tetrapolar IN= 160 A;3VL2716-1EM43-0AA0;;2362;Ud;1;2015-05-12;0;0000-00-00
379;,;3;Interruptor automático magnetotérmico tetrapolar para protección del devanado de B.T. 208/120 V.;3VL4740-1EM46-0AA0;;2366;Ud;1;2015-05-12;0;0000-00-00
380;,;3;Handle padlock device VL400 - VL1600;3VL9400-3HL00;;4686;Ud;1;2015-05-12;0;0000-00-00
381;,;3;Interruptor automático/disjuntor IN=630A 4POL;3VL5763-1EM46-0AA0;;2370;Ud;1;2015-05-12;0;0000-00-00
382;,;3;Disparador shunt VL630-VL1600 110-127 V DC;3VL9800-1SK00;;2341;Ud;1;2015-05-12;0;0000-00-00
383;,;3;Handle padlock device VL400 - VL1600;3VL9600-3HL00;;4834;Ud;1;2015-05-12;0;0000-00-00
384;,;3;Interruptor automático/disjuntor IN=1000A 4POL;3VL7712-1AA46-0AA0;;2372;Ud;1;2015-05-12;0;0000-00-00
385;,;3;Handle padlock device VL1250 - VL1600;3VL9800-3HL00;;4687;Ud;1;2015-05-12;0;0000-00-00
386;,;3;Interruptor diferencial 25A  2POL (Operated circuit breaker) 30mA;5SM3312-6;;2399;Ud;1;2015-05-12;0;0000-00-00
387;,;3;Contacto auxiliar 1NA + 1 NC;5SW3300;;2336;Ud;1;2015-05-12;0;0000-00-00
