id;tipo;doc;id_prod;cantidad;us_crea;date_crea
598;ENT;8810133369B;2355;10;1;2016/11/21
599;ENT;8810133369B;5273;10;1;2016/11/21
600;ENT;8810133369B;5286;10;1;2016/11/21
601;ENT;8810133369B;2319;10;1;2016/11/21
602;ENT;8810133369B;5274;10;1;2016/11/21
603;ENT;8810133369B;5293;10;1;2016/11/21
604;ENT;8810133369B;5272;10;1;2016/11/21
605;ENT;8810133369B;5309;10;1;2016/11/21
606;ENT;8810133369B;5264;10;1;2016/11/21
607;ENT;8810133369B;5284;10;1;2016/11/21
608;ENT;8810133369B;5256;4;1;2016/11/21
609;ENT;8810133369B;5254;4;1;2016/11/21
610;ENT;8810133369B;5263;13;1;2016/11/21
611;ENT;8810133369B;5255;6;1;2016/11/21
612;ENT;8810133369B;5303;3;1;2016/11/21
613;ENT;8810133369B;4526;1;1;2016/11/21
614;ENT;8810133369B;5257;2;1;2016/11/21
615;ENT;8810133369B;5196;6;1;2016/11/21
616;ENT;8810133369B;5194;3;1;2016/11/21
617;ENT;8810133369B;4705;1;1;2016/11/21
618;ENT;8810133369B;2338;1;1;2016/11/21
619;ENT;8810133369B;5287;3;1;2016/11/21
620;ENT;8810133369B;4645;1;1;2016/11/21
621;ENT;8810133369B;5318;6;1;2016/11/21
622;ENT;8810133369B;5190;6;1;2016/11/21
623;ENT;8810133369B;5300;3;1;2016/11/21
624;ENT;8810133369B;4652;1;1;2016/11/21
625;ENT;8810133369B;4500;10;1;2016/11/21
626;ENT;8810133369B;4503;10;1;2016/11/21
627;ENT;8810133369B;4617;1;1;2016/11/21
628;ENT;8810133369B;4614;1;1;2016/11/21
629;ENT;8810133369B;4501;10;1;2016/11/21
630;ENT;8810133369B;5225;6;1;2016/11/21
631;ENT;8810133369B;5316;4;1;2016/11/21
632;ENT;8810133369B;5315;3;1;2016/11/21
633;ENT;8810133369B;5251;4;1;2016/11/21
634;ENT;8810133369B;5040;1;1;2016/11/21
635;ENT;8810133369B;4660;2;1;2016/11/21
636;ENT;8810133369B;5073;100;1;2016/11/21
637;ENT;8810133369B;4571;20;1;2016/11/21
638;ENT;8810133369B;5074;6;1;2016/11/21
639;ENT;8810133369B;5039;1;1;2016/11/21
640;ENT;8810133369B;5037;1;1;2016/11/21
641;ENT;8810133369B;5183;4;1;2016/11/21
642;ENT;8810133369B;5319;1;1;2016/11/21
643;ENT;8810133369B;5056;1;1;2016/11/21
644;ENT;8810133369B;5261;3;1;2016/11/22
645;ENT;8810133369B;5266;9;1;2016/11/22
646;ENT;8810133369B;5241;3;1;2016/11/22
647;ENT;8810133369B;5299;3;1;2016/11/22
648;ENT;8810133369B;5240;6;1;2016/11/22
649;ENT;8810133369B;5306;2;1;2016/11/22
650;ENT;8810133369B;5301;3;1;2016/11/22
651;ENT;8810133369B;5313;3;1;2016/11/22
652;ENT;8810133369B;5307;2;1;2016/11/22
653;ENT;8810133369B;5304;3;1;2016/11/22
654;ENT;8810133369B;5305;3;1;2016/11/22
655;ENT;8810133369B;5270;3;1;2016/11/22
656;ENT;8810133369B;5271;12;1;2016/11/22
657;ENT;8810133369B;1114;10;1;2016/11/22
658;ENT;8810133369B;5320;1;1;2016/11/22
659;ENT;8810133369B;5302;3;1;2016/11/22
660;ENT;8810133369B;5296;3;1;2016/11/22
661;ENT;8810133369B;4565;10;1;2016/11/22
662;ENT;8810133369B;2309;10;1;2016/11/22
663;ENT;8810133369B;4566;11;1;2016/11/22
664;ENT;8810133369B;5277;6;1;2016/11/22
665;ENT;8810133369B;5262;3;1;2016/11/22
666;ENT;8810133369B;5189;10;1;2016/11/22
667;ENT;8810133369B;1931;100;1;2016/11/22
668;ENT;8810133369B;5310;2;1;2016/11/22
669;ENT;8810133369B;5278;8;1;2016/11/22
670;ENT;8810133369B;5198;2;1;2016/11/22
671;ENT;8810133369B;5191;1;1;2016/11/22
672;ENT;8810133369B;5260;12;1;2016/11/22
673;ENT;8810133369B;5312;3;1;2016/11/22
674;ENT;8810133369B;5282;6;1;2016/11/22
675;ENT;8810133369B;5317;5;1;2016/11/22
676;ENT;8810133369B;4650;1;1;2016/11/22
677;ENT;8810133369B;5258;2;1;2016/11/22
678;ENT;8810133369B;5289;3;1;2016/11/22
679;ENT;8810133369B;5290;3;1;2016/11/22
680;ENT;8810133369B;5195;6;1;2016/11/22
681;SAL;Gesman 24213;4997;18;1;2016/11/22
682;SAL;Gesman 24417;5073;2;1;2016/11/22
683;SAL;Gesman 24784;5273;2;1;2016/11/22
684;SAL;Gesman 24784;5178;1;1;2016/11/22
685;SAL;Gesman 21462;5228;1;1;2016/11/22
686;SAL;Gesman 21462;5178;1;1;2016/11/22
687;SAL;Gesman 21462;5273;4;1;2016/11/22
688;SAL;Gesman 21462;5239;3;1;2016/11/22
689;SAL;Gesman 25664;1235;1;1;2016/11/22
690;ENT;8810133369B;5252;40;1;2016/11/22
691;ENT;8810133369B;5283;10;1;2016/11/22
692;ENT;8810133369B;5269;2;1;2016/11/23
693;ENT;8810133369B;2334;2;1;2016/11/23
694;ENT;8810133369B;4681;1;1;2016/11/23
695;DEV;Gesman 21462;5273;4;1;2016/11/23
696;DEV;Gesman 21462;5228;1;1;2016/11/23
697;SAL;Gesman 18035;5247;1;1;2016/11/25
698;SAL;Gesman 18035;5243;1;1;2016/11/25
699;SAL;Gesman 18035;5246;1;1;2016/11/25
700;SAL;Gesman 18035;5241;1;1;2016/11/25
701;SAL;Gesman 18035;5244;1;1;2016/11/25
702;SAL;Gesman 18035;5245;2;1;2016/11/25
703;SAL;Gesman 18035;5242;1;1;2016/11/25
704;SAL;Gesman 25749;4997;18;1;2016/11/25
705;SAL;Gesman 19067;2366;1;1;2016/11/25
706;ENT;8810133369B;5321;10;1;2016/11/25
707;DEV;GESMAN 25664;1235;1;1;2016/11/25
708;SAL;Gesman 25725;4945;1;1;2016/11/28
709;SAL;Gesman 25724;5200;9;1;2016/11/28
710;SAL;OT 25816;1301;1.8;1;2016/11/30
711;SAL;Gesman 25658;4945;1;1;2016/11/30
712;SAL;Gesman 25873;4945;1;1;2016/11/30
713;SAL;OT 7116;2341;1;1;2016/12/01
714;SAL;OT 8705;4945;2;1;2016/12/01
715;SAL;Gesman 25870;5200;9;1;2016/12/01
716;SAL;Gesman 25859;5200;9;1;2016/12/01
717;SAL;Gesman 25860;5200;9;1;2016/12/01
718;SAL;Gesman 25861;5200;9;1;2016/12/01
719;SAL;Gesman 25862;5200;9;1;2016/12/01
720;SAL;Gesman 25863;5200;9;1;2016/12/01
721;SAL;Gesman 25866;5200;9;1;2016/12/01
722;SAL;Gesman 25865;5200;9;1;2016/12/01
723;DEV;Gesman 16405;3364;40;1;2016/12/07
724;SAL;Gesman 26330;5041;1;1;2016/12/12
725;ENT;8810133369C;5253;1;1;2016/12/12
726;ENT;8810133369C;5192;2;1;2016/12/12
727;ENT;8810133369C;5193;2;1;2016/12/12
728;ENT;8810133369C;5276;3;1;2016/12/12
729;ENT;8810133369C;2427;1;1;2016/12/12
730;SAL;Gesman 26342;1331;1;1;2016/12/13
731;SAL;Gesman 26343;1383;1;1;2016/12/13
732;SAL;Gesman 26344;1383;1;1;2016/12/13
733;SAL;Gesman 26345;1383;1;1;2016/12/13
734;SAL;Gesman 26346;1383;1;1;2016/12/13
735;SAL;Gesman 26347;1383;1;1;2016/12/13
736;SAL;Gesman 26177;4473;1;1;2016/12/14
737;SAL;Gesman 26479;2443;1;1;2016/12/19
738;ENT;8810133369C;5292;3;1;2016/12/19
739;SAL;Gesman 25867;5200;9;1;2016/12/19
740;SAL;Gesman 25868;5200;9;1;2016/12/19
741;SAL;Gesman 25869;5200;9;1;2016/12/19
742;ENT;5800239501;5322;4;1;2016/12/21
743;ENT;5800239501;5323;4;1;2016/12/21
744;ENT;5800239501;5324;68;1;2016/12/21
745;SAL;Gesman 25864;5200;9;1;2016/12/21
746;ENT;5800239583;4737;10;1;2016/12/26
747;ENT;5800239583;4736;15;1;2016/12/26
748;ENT;5800239583;4743;16;1;2016/12/26
749;ENT;5800239583;4735;20;1;2016/12/26
750;ENT;5800239583;4742;16;1;2016/12/26
751;ENT;5800239583;4744;3;1;2016/12/26
752;SAL;Gesman 26802;5200;1;1;2017/01/04
753;SAL;Gesman 26803;5200;2;1;2017/01/04
754;SAL;Gesman 26804;5200;1;1;2017/01/04
755;SAL;Gesman 10246;5178;1;1;2017/01/10
756;SAL;Gesman 10246;5239;3;1;2017/01/10
757;SAL;Gesman 10246;5228;1;1;2017/01/10
758;SAL;Gesman 10246;5273;6;1;2017/01/10
759;SAL;Gesman 26965;4736;1;1;2017/01/17
760;SAL;Gesman 10246;4997;18;1;2017/01/19
761;SAL;Gesman 10246;5236;1;1;2017/01/19
762;SAL;Gesman 27320;5116;1;1;2017/01/25
763;SAL;Gesman 27195;2464;1;1;2017/01/25
764;SAL;SNO 7719;4540;50;1;2017/01/25
765;ENT;4400315005;5096;98;1;2017/01/25
766;ENT;4400315005;5104;3;1;2017/01/25
767;ENT;4400315005;5325;1;1;2017/01/25
768;DEV;Gesman 10246;5228;1;1;2017/01/31
769;DEV;Gesman 10246;5239;3;1;2017/01/31
770;SAL;Gesman 23054;5191;1;1;2017/02/01
771;SAL;Gesman 27575;4498;4;1;2017/02/03
772;SAL;Gesman 27576;4498;4;1;2017/02/03
773;DEV;SNO 7719;4540;50;1;2017/02/03
774;SAL;Gesman 27836;5090;1;1;2017/02/09
775;SAL;OT 28031;5115;1;1;2017/02/15
776;SAL;OT 28031;5114;1;1;2017/02/15
777;SAL;Gesman 27898;5316;2;1;2017/02/16
778;SAL;Gesman 27252;4329;2;1;2017/02/16
779;SAL;Gesman 27899;4329;1;1;2017/02/16
780;SAL;Gesman 27897;2461;1;1;2017/02/16
781;ENT;20170216N/A;5115;40;1;2017/02/16
782;ENT;20170216N/A;5114;47;1;2017/02/16
783;SAL;Gesman 28063;4997;18;1;2017/02/17
784;SAL;Gesman 28062;4997;18;1;2017/02/17
785;DEV;Gesman 21155;4330;1;1;2017/02/17
786;DEV;Gesman 27898;5316;2;1;2017/02/17
787;DEV;Gesman 27898;2461;1;1;2017/02/17
788;SAL;Gesman 28240;5325;1;1;2017/02/23
789;SAL;Gesman 27672;4949;1;1;2017/03/01
790;SAL;Gesman 28647;5315;1;1;2017/03/09
791;SAL;Gesman 23054;3401;2;1;2017/03/09
792;SAL;Gesman 28679;3401;2;1;2017/03/13
793;SAL;Gesman 28745;3401;2;1;2017/03/13
794;SAL;Gesman 28744;3401;2;1;2017/03/13
795;SAL;Gesman 29062;3038;2;1;2017/03/24
796;SAL;Gesman 29062;3030;1;1;2017/03/24
797;SAL;Gesman 29243;5116;1;1;2017/03/28
798;SAL;Gesman 29108;3367;20;1;2017/03/28
799;SAL;Gesman 29108;5037;4;1;2017/03/28
800;SAL;Gesman 29349;5273;2;1;2017/03/31
801;SAL;Gesman 29349;5178;1;1;2017/03/31
802;SAL;Gesman 29866;4731;1;1;2017/04/28
803;SAL;Gesman 30198;4329;1;1;2017/04/28
804;SAL;Gesman 30302;5115;1;1;2017/05/02
805;SAL;Gesman 30302;5114;1;1;2017/05/02
806;SAL;Gesman 30302;5073;1;1;2017/05/02
807;ENT;5800247488;5326;1;1;2017/05/09
808;DEV;OT 7116;2341;1;1;2017/05/11
809;SAL;Gesman 30221;4329;1;1;2017/05/11
810;SAL;Gesman 29570;5192;1;1;2017/05/15
811;SAL;Gesman 29570;5196;1;1;2017/05/15
812;SAL;Gesman 29570;5197;3;1;2017/05/15
813;SAL;Gesman 30764;4386;2;1;2017/05/16
814;SAL;Gesman 30625;4386;2;1;2017/05/17
815;SAL;Gesman 30430;5271;4;1;2017/05/19
816;SAL;Gesman 30866;5095;2;1;2017/05/19
817;SAL;Gesman 30617;4386;2;1;2017/05/19
818;SAL;Gesman 30871;5115;1;1;2017/05/19
819;SAL;Gesman 30871;5114;1;1;2017/05/19
820;SAL;Gesman 30614;4386;2;1;2017/05/22
